"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"Trema orientalis","planted",74,"<10cm planted","1795","S0052MP96","Madagascar","FAFIALA","Restoration","Restoration","30x30",442,1401,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",1,"<10cm planted","1795","S0052MP94","Madagascar","FAFIALA","Restoration","Restoration","30x30",443,1402,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",114,"<10cm planted","1795","S0052MP94","Madagascar","FAFIALA","Restoration","Restoration","30x30",444,1402,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",73,"<10cm planted","1795","S0052MP94","Madagascar","FAFIALA","Restoration","Restoration","30x30",445,1402,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",93,"<10cm planted","1805","S0062MP 15","Madagascar","FAFIALA","Restoration","Restoration","30x30",446,1403,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",84,"<10cm planted","1805","S0062MP 15","Madagascar","FAFIALA","Restoration","Restoration","30x30",447,1403,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",17,"<10cm planted","1805","S0062MP 15","Madagascar","FAFIALA","Restoration","Restoration","30x30",448,1403,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trachydium verrucosum","planted",21,"<10cm planted","1805","S0062MP 15","Madagascar","FAFIALA","Restoration","Restoration","30x30",449,1403,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trachynodium verrucosum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",32,"<10cm planted","1797","S0054MP72","Madagascar","FAFIALA","Restoration","Restoration","30x30",450,1404,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",25,"<10cm planted","1797","S0054MP72","Madagascar","FAFIALA","Restoration","Restoration","30x30",451,1404,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",112,"<10cm planted","1797","S0054MP72","Madagascar","FAFIALA","Restoration","Restoration","30x30",452,1404,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Dracaena reflexa","planted",133,"<10cm planted","1795","S0052MP","Madagascar","FAFIALA","Restoration","Restoration","30x30",453,1409,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",108,"<10cm planted","1795","S0052MP","Madagascar","FAFIALA","Restoration","Restoration","30x30",454,1409,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",16,"<10cm planted","1795","S0052MP","Madagascar","FAFIALA","Restoration","Restoration","30x30",455,1409,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",14,"<10cm planted","1795","S0052MP41","Madagascar","FAFIALA","Restoration","Restoration","30x30",456,1410,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",7,"<10cm planted","1795","S0052MP41","Madagascar","FAFIALA","Restoration","Restoration","30x30",457,1410,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",11,"<10cm planted","1795","S0052MP41","Madagascar","FAFIALA","Restoration","Restoration","30x30",458,1410,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",92,"<10cm planted","1795","S0052MP41","Madagascar","FAFIALA","Restoration","Restoration","30x30",459,1410,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",186,"<10cm planted","1803","S0060 MP 01","Madagascar","FAFIALA","Restoration","Restoration","30x30",460,1411,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",21,"<10cm planted","1803","S0060 MP 01","Madagascar","FAFIALA","Restoration","Restoration","30x30",461,1411,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",4,"<10cm planted","1803","S0060 MP 01","Madagascar","FAFIALA","Restoration","Restoration","30x30",462,1411,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",85,"<10cm planted","1797","S0054MP59","Madagascar","FAFIALA","Restoration","Restoration","30x30",463,1413,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",16,"<10cm planted","1797","S0054MP59","Madagascar","FAFIALA","Restoration","Restoration","30x30",464,1413,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",118,"<10cm planted","1797","S0054MP59","Madagascar","FAFIALA","Restoration","Restoration","30x30",465,1413,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",88,"<10cm planted","1797","S0054MP60","Madagascar","FAFIALA","Restoration","Restoration","30x30",466,1414,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",106,"<10cm planted","1797","S0054MP60","Madagascar","FAFIALA","Restoration","Restoration","30x30",467,1414,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Ficus lutea","planted",3,"<10cm planted","1797","S0054MP60","Madagascar","FAFIALA","Restoration","Restoration","30x30",468,1414,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Ficus lutea vahl","Resolved",0.999,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",12,"<10cm planted","1797","S0054MP60","Madagascar","FAFIALA","Restoration","Restoration","30x30",469,1414,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",154,"<10cm planted","1797","S0054MP54","Madagascar","FAFIALA","Restoration","Restoration","30x30",470,1415,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",1,"<10cm planted","1797","S0054MP54","Madagascar","FAFIALA","Restoration","Restoration","30x30",471,1415,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",58,"<10cm planted","1797","S0054MP54","Madagascar","FAFIALA","Restoration","Restoration","30x30",472,1415,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madadagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",103,"<10cm planted","1797","S0054MP63","Madagascar","FAFIALA","Restoration","Restoration","30x30",473,1416,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",106,"<10cm planted","1797","S0054MP63","Madagascar","FAFIALA","Restoration","Restoration","30x30",474,1416,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",150,"<10cm planted","1803","S0060 MP 14","Madagascar","FAFIALA","Restoration","Restoration","30x30",475,1417,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",31,"<10cm planted","1803","S0060 MP 14","Madagascar","FAFIALA","Restoration","Restoration","30x30",476,1417,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",31,"<10cm planted","1803","S0060 MP 14","Madagascar","FAFIALA","Restoration","Restoration","30x30",477,1417,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",3,"<10cm planted","1803","S0060 MP 14","Madagascar","FAFIALA","Restoration","Restoration","30x30",478,1417,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium aromaticum","planted",24,"<10cm planted","1803","S0060 MP 16","Madagascar","FAFIALA","Restoration","Restoration","30x30",479,1420,"main","Planted_30x30_2",NA,"Permanent",2,2,"6m*6m","Y0","Syzygium aromaticum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Coffea robusta","planted",57,"<10cm planted","1795","S0052MP48","Madagascar","FAFIALA","Restoration","Restoration","30x30",480,1421,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m sur 4m","Y0","Coffea robusta","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Litchi chinensis","planted",14,"<10cm planted","1800","S0057MP2","Madagascar","FAFIALA","Restoration","Restoration","30x30",481,1423,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Litchi chineniensis","Resolved",0.75,"Manual validation"
"Spondias dulcis","planted",6,"<10cm planted","1800","S0057MP2","Madagascar","FAFIALA","Restoration","Restoration","30x30",482,1423,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Spondia dulcis","Resolved",0.75,"Manual validation"
"Syzygium aromaticum","planted",1,"<10cm planted","1800","S0057MP2","Madagascar","FAFIALA","Restoration","Restoration","30x30",483,1423,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Syzygium aromaticum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Mangifera","planted",2,"<10cm planted","1800","S0057MP2","Madagascar","FAFIALA","Restoration","Restoration","30x30",484,1423,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Mangifera","Resolved",0.75,"The International Plant Names Index"
"Harungana madagascariensis","planted",206,"<10cm planted","1812","S0069MP15","Madagascar","FAFIALA","Restoration","Restoration","30x30",485,1426,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascarnesis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",12,"<10cm planted","1812","S0069MP15","Madagascar","FAFIALA","Restoration","Restoration","30x30",486,1426,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Dracaena reflexa","planted",28,"<10cm planted","1800","S0057MP1","Madagascar","FAFIALA","Restoration","Restoration","30x30",487,1427,"main","Planted_30x30_2",NA,"Permanent",2,2,"1.5m sur 1.5m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",122,"<10cm planted","1800","S0057MP1","Madagascar","FAFIALA","Restoration","Restoration","30x30",488,1427,"main","Planted_30x30_2",NA,"Permanent",2,2,"1.5m sur 1.5m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",20,"<10cm planted","1800","S0057MP1","Madagascar","FAFIALA","Restoration","Restoration","30x30",489,1427,"main","Planted_30x30_2",NA,"Permanent",2,2,"1.5m sur 1.5m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",28,"<10cm planted","1800","S0057MP1","Madagascar","FAFIALA","Restoration","Restoration","30x30",490,1427,"main","Planted_30x30_2",NA,"Permanent",2,2,"1.5m sur 1.5m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Canarium madagascariense","planted",55,"<10cm planted","1800","S0057MP1","Madagascar","FAFIALA","Restoration","Restoration","30x30",491,1427,"main","Planted_30x30_2",NA,"Permanent",2,2,"1.5m sur 1.5m","Y0","Canarium madagascariniensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Coffea robusta","planted",50,"<10cm planted","1795","S0052MP 140","Madagascar","FAFIALA","Restoration","Restoration","30x30",492,1428,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m sur 4m","Y0","Coffea robusta","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",1,"<10cm planted","1795","S0052MP 51","Madagascar","FAFIALA","Restoration","Restoration","30x30",493,1430,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",102,"<10cm planted","1795","S0052MP 51","Madagascar","FAFIALA","Restoration","Restoration","30x30",494,1430,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascarinesis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",90,"<10cm planted","1795","S0052MP 51","Madagascar","FAFIALA","Restoration","Restoration","30x30",495,1430,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",85,"<10cm planted","1797","S0054MP80","Madagascar","FAFIALA","Restoration","Restoration","30x30",496,1432,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",60,"<10cm planted","1797","S0054MP80","Madagascar","FAFIALA","Restoration","Restoration","30x30",497,1432,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",79,"<10cm planted","1797","S0054MP80","Madagascar","FAFIALA","Restoration","Restoration","30x30",498,1432,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",59,"<10cm planted","1795","S0052MP115","Madagascar","FAFIALA","Restoration","Restoration","30x30",499,1437,"main","Planted_30x30_2",NA,"Permanent",2,2,"7m*7m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",20,"<10cm planted","1795","S0052MP115","Madagascar","FAFIALA","Restoration","Restoration","30x30",500,1437,"main","Planted_30x30_2",NA,"Permanent",2,2,"7m*7m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Litchi chinensis","planted",10,"<10cm planted","1795","S0052MP115","Madagascar","FAFIALA","Restoration","Restoration","30x30",501,1437,"main","Planted_30x30_2",NA,"Permanent",2,2,"7m*7m","Y0","Litchi chinensis","Resolved",NA,"Manual validation"
"Citrus sinensis","planted",22,"<10cm planted","1795","S0052MP120","Madagascar","FAFIALA","Restoration","Restoration","30x30",502,1438,"main","Planted_30x30_2",NA,"Permanent",2,2,"5m*5m","Y0","Citrus sinensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Coffea robusta","planted",14,"<10cm planted","1795","S0052MP120","Madagascar","FAFIALA","Restoration","Restoration","30x30",503,1438,"main","Planted_30x30_2",NA,"Permanent",2,2,"5m*5m","Y0","Coffea robista","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Coffea","planted",26,"<10cm planted","1795","S0052MP123","Madagascar","FAFIALA","Restoration","Restoration","30x30",504,1439,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m sur 4m","Y0","Coffea","Resolved",0.75,"The International Plant Names Index"
"Citrus sinensis","planted",10,"<10cm planted","1795","S0052MP123","Madagascar","FAFIALA","Restoration","Restoration","30x30",505,1439,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m sur 4m","Y0","Citrus sinensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",161,"<10cm planted","1803","S0060 MP 07","Madagascar","FAFIALA","Restoration","Restoration","30x30",506,1440,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",28,"<10cm planted","1803","S0060 MP 07","Madagascar","FAFIALA","Restoration","Restoration","30x30",507,1440,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",27,"<10cm planted","1803","S0060 MP 07","Madagascar","FAFIALA","Restoration","Restoration","30x30",508,1440,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",18,"<10cm planted","1812","S0069MP17","Madagascar","FAFIALA","Restoration","Restoration","30x30",509,1444,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
