"Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Type","Coordinate_System_Used","Northeast_Corner_of_30m_x_30m_Plot","Northeast_Corner_of_30m_x_30m_Plot_latitude","Northeast_Corner_of_30m_x_30m_Plot_longitude","Northeast_Corner_of_30m_x_30m_Plot_altitude","Northeast_Corner_of_30m_x_30m_Plot_precision","Northeast_Corner_of_30m_x_30m_Plot_wkt","Southeast_Corner_of_30m_x_30m_Plot","Southeast_Corner_of_30m_x_30m_Plot_latitude","Southeast_Corner_of_30m_x_30m_Plot_longitude","Southeast_Corner_of_30m_x_30m_Plot_altitude","Southeast_Corner_of_30m_x_30m_Plot_precision","Southeast_Corner_of_30m_x_30m_Plot_wkt","Southwest_Corner_of_30m_x_30m_Plot","Southwest_Corner_of_30m_x_30m_Plot_latitude","Southwest_Corner_of_30m_x_30m_Plot_longitude","Southwest_Corner_of_30m_x_30m_Plot_altitude","Southwest_Corner_of_30m_x_30m_Plot_precision","Southwest_Corner_of_30m_x_30m_Plot_wkt","Northwest_Corner_of_30m_x_30m_Plot","Northwest_Corner_of_30m_x_30m_Plot_latitude","Northwest_Corner_of_30m_x_30m_Plot_longitude","Northwest_Corner_of_30m_x_30m_Plot_altitude","Northwest_Corner_of_30m_x_30m_Plot_precision","Northwest_Corner_of_30m_x_30m_Plot_wkt","Centroid_of_3m_x_3m_Subplot","Centroid_of_3m_x_3m_Subplot_latitude","Centroid_of_3m_x_3m_Subplot_longitude","Centroid_of_3m_x_3m_Subplot_altitude","Centroid_of_3m_x_3m_Subplot_precision","Centroid_of_3m_x_3m_Subplot_wkt","Northeast_Corner_of_10m_x_10m_Plot","Northeast_Corner_of_10m_x_10m_Plot_latitude","Northeast_Corner_of_10m_x_10m_Plot_longitude","Northeast_Corner_of_10m_x_10m_Plot_altitude","Northeast_Corner_of_10m_x_10m_Plot_precision","Northeast_Corner_of_10m_x_10m_Plot_wkt","Southeast_Corner_of_10m_x_10m_Plot","Southeast_Corner_of_10m_x_10m_Plot_latitude","Southeast_Corner_of_10m_x_10m_Plot_longitude","Southeast_Corner_of_10m_x_10m_Plot_altitude","Southeast_Corner_of_10m_x_10m_Plot_precision","Southeast_Corner_of_10m_x_10m_Plot_wkt","Southwest_Corner_of_10m_x_10m_Plot","Southwest_Corner_of_10m_x_10m_Plot_latitude","Southwest_Corner_of_10m_x_10m_Plot_longitude","Southwest_Corner_of_10m_x_10m_Plot_altitude","Southwest_Corner_of_10m_x_10m_Plot_precision","Southwest_Corner_of_10m_x_10m_Plot_wkt","Northwest_Corner_of_10m_x_10m_Plot","Northwest_Corner_of_10m_x_10m_Plot_latitude","Northwest_Corner_of_10m_x_10m_Plot_longitude","Northwest_Corner_of_10m_x_10m_Plot_altitude","Northwest_Corner_of_10m_x_10m_Plot_precision","Northwest_Corner_of_10m_x_10m_Plot_wkt","Centroid_of_3m_x_3m_Subplot2_latitude","Centroid_of_3m_x_3m_Subplot2_longitude","Centroid_of_3m_x_3m_Subplot2_altitude","Centroid_of_3m_x_3m_Subplot2_precision","Centroid_of_3m_x_3m_Subplot2","Centroid_of_3m_x_3m_Subplot1_latitude","Centroid_of_3m_x_3m_Subplot1_longitude","Centroid_of_3m_x_3m_Subplot1_altitude","Centroid_of_3m_x_3m_Subplot1_precision","Centroid_of_3m_x_3m_Subplot1","Centroid_of_3m_x_3m_Subplot2_wkt","Centroid_of_3m_x_3m_Subplot1_wkt"
"Reforest Action2","274","Medina de rioseco_11","Restoration","Control","ETRS89 UTM Huso 30N","41.85394235 -5.02654383 0 0.71",41.85394235,-5.02654383,0,0.71,"POINT (-5.02654383 41.85394235 0)","41.85394872 -5.02618264 0 0.81",41.85394872,-5.02618264,0,0.81,"POINT (-5.02618264 41.85394872 0)","41.85367231 -5.0265353 0 0.67",41.85367231,-5.0265353,0,0.67,"POINT (-5.0265353 41.85367231 0)","41.85367869 -5.02617411 0 0.47",41.85367869,-5.02617411,0,0.47,"POINT (-5.02617411 41.85367869 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85378603,-5.02628193,0,0,"41.85378603 -5.02628193 0 0",NA,NA,NA,NA,NA,"POINT (-5.02628193 41.85378603 0)",NA
"Reforest Action2","274","Medina de rioseco_12","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85470771 -5.02602283 0 0.32",41.85470771,-5.02602283,0,0.32,"POINT (-5.02602283 41.85470771 0)","41.85443767 -5.02601431 0 0.41",41.85443767,-5.02601431,0,0.41,"POINT (-5.02601431 41.85443767 0)","41.8544313 -5.0263755 0 0.83",41.8544313,-5.0263755,0,0.83,"POINT (-5.0263755 41.8544313 0)","41.85470134 -5.02638403 0 0.48",41.85470134,-5.02638403,0,0.48,"POINT (-5.02638403 41.85470134 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85459805,-5.02619915,0,0,"41.85459805 -5.02619915 0 0",NA,NA,NA,NA,NA,"POINT (-5.02619915 41.85459805 0)",NA
"Reforest Action2","274","Medina de rioseco_13","Restoration","Restoration","ETRS89 UTM Huso 30N","41.8554944 -5.02665069 0 0.81",41.8554944,-5.02665069,0,0.81,"POINT (-5.02665069 41.8554944 0)","41.85522437 -5.02664216 0 0.79",41.85522437,-5.02664216,0,0.79,"POINT (-5.02664216 41.85522437 0)","41.85521799 -5.02700336 0 0.47",41.85521799,-5.02700336,0,0.47,"POINT (-5.02700336 41.85521799 0)","41.85548803 -5.02701189 0 0.4",41.85548803,-5.02701189,0,0.4,"POINT (-5.02701189 41.85548803 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85529186,-5.02669088,0,0,"41.85529186 -5.02669088 0 0",NA,NA,NA,NA,NA,"POINT (-5.02669088 41.85529186 0)",NA
"Reforest Action2","274","Medina de rioseco_14","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85571464 -5.02757715 0 0.43",41.85571464,-5.02757715,0,0.43,"POINT (-5.02757715 41.85571464 0)","41.85543822 -5.02756862 0 0.34",41.85543822,-5.02756862,0,0.34,"POINT (-5.02756862 41.85543822 0)","41.85570826 -5.02792981 0 0.4",41.85570826,-5.02792981,0,0.4,"POINT (-5.02792981 41.85570826 0)","41.8554446 -5.02793835 0 0.41",41.8554446,-5.02793835,0,0.41,"POINT (-5.02793835 41.8554446 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85549004,-5.02770906,0,0,"41.85549004 -5.02770906 0 0",NA,NA,NA,NA,NA,"POINT (-5.02770906 41.85549004 0)",NA
"Reforest Action2","274","Medina de rioseco_15","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85586279 -5.02878582 0 0.62",41.85586279,-5.02878582,0,0.62,"POINT (-5.02878582 41.85586279 0)","41.8555927 -5.02877728 0 0.47",41.8555927,-5.02877728,0,0.47,"POINT (-5.02877728 41.8555927 0)","41.85558637 -5.02913848 0 0.66",41.85558637,-5.02913848,0,0.66,"POINT (-5.02913848 41.85558637 0)","41.58558564 -5.02914702 0 0.34",41.58558564,-5.02914702,0,0.34,"POINT (-5.02914702 41.58558564 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85579175,-5.0289835,0,0,"41.85579175 -5.0289835 0 0",NA,NA,NA,NA,NA,"POINT (-5.0289835 41.85579175 0)",NA
"Reforest Action2","274","Medina de rioseco_16","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85576379 -5.02986689 0 0.83",41.85576379,-5.02986689,0,0.83,"POINT (-5.02986689 41.85576379 0)","41.85549375 -5.02985835 0 0.61",41.85549375,-5.02985835,0,0.61,"POINT (-5.02985835 41.85549375 0)","41.85548737 -5.03021955 0 84",41.85548737,-5.03021955,0,84,"POINT (-5.03021955 41.85548737 0)","41.85575741 -5.03022809 0 0.38",41.85575741,-5.03022809,0,0.38,"POINT (-5.03022809 41.85575741 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85563757,-5.03006283,0,0,"41.85563757 -5.03006283 0 0",NA,NA,NA,NA,NA,"POINT (-5.03006283 41.85563757 0)",NA
"Reforest Action2","274","Medina de rioseco_17","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85483414 -5.03018391 0 0.66",41.85483414,-5.03018391,0,0.66,"POINT (-5.03018391 41.85483414 0)","41.85456411 -5.03017536 0 0.42",41.85456411,-5.03017536,0,0.42,"POINT (-5.03017536 41.85456411 0)","41.85455772 -5.03053656 0 0.54",41.85455772,-5.03053656,0,0.54,"POINT (-5.03053656 41.85455772 0)","41.85482776 -5.0305451 0 0.78",41.85482776,-5.0305451,0,0.78,"POINT (-5.0305451 41.85482776 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85465969,-5.03035715,0,0,"41.85465969 -5.03035715 0 0",NA,NA,NA,NA,NA,"POINT (-5.03035715 41.85465969 0)",NA
"Reforest Action2","274","Medina de rioseco_18","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85411757 -5.03050686 0 0.57",41.85411757,-5.03050686,0,0.57,"POINT (-5.03050686 41.85411757 0)","41.85384753 -5.03049832 0 0.64",41.85384753,-5.03049832,0,0.64,"POINT (-5.03049832 41.85384753 0)","41.85384114 -5.0308595 0 0.49",41.85384114,-5.0308595,0,0.49,"POINT (-5.0308595 41.85384114 0)","41.85411118 -5.03086805 0 0.67",41.85411118,-5.03086805,0,0.67,"POINT (-5.03086805 41.85411118 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8538702,-5.03069356,0,0,"41.8538702 -5.03069356 0 0",NA,NA,NA,NA,NA,"POINT (-5.03069356 41.8538702 0)",NA
"Reforest Action2","274","Medina de rioseco_19","Restoration","Restoration","ETRS89 UTM Huso 30N","41.8548424 -5.03413876 0 0.53",41.8548424,-5.03413876,0,0.53,"POINT (-5.03413876 41.8548424 0)","41.985457246 -5.0341302 0 0.83",41.985457246,-5.0341302,0,0.83,"POINT (-5.0341302 41.985457246 0)","41.85456606 -5.03449139 0 0.61",41.85456606,-5.03449139,0,0.61,"POINT (-5.03449139 41.85456606 0)","41.85483609 -5.03449995 0 0.32",41.85483609,-5.03449995,0,0.32,"POINT (-5.03449995 41.85483609 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85474946,-5.03444376,0,0,"41.85474946 -5.03444376 0 0",NA,NA,NA,NA,NA,"POINT (-5.03444376 41.85474946 0)",NA
"Reforest Action2","274","Medina de rioseco_20","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85438886 -5.03499177 0 0.69",41.85438886,-5.03499177,0,0.69,"POINT (-5.03499177 41.85438886 0)","41.85411883 -5.03498321 0 0.58",41.85411883,-5.03498321,0,0.58,"POINT (-5.03498321 41.85411883 0)","41.85411242 -5.0353444 0 0.82",41.85411242,-5.0353444,0,0.82,"POINT (-5.0353444 41.85411242 0)","41.85438246 -5.03535296 0 0.63",41.85438246,-5.03535296,0,0.63,"POINT (-5.03535296 41.85438246 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85432968,-5.03526165,0,0,"41.85432968 -5.03526165 0 0",NA,NA,NA,NA,NA,"POINT (-5.03526165 41.85432968 0)",NA
"Reforest Action2","274","Medina de rioseco_21","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85502234 -5.03663886 0 0.34",41.85502234,-5.03663886,0,0.34,"POINT (-5.03663886 41.85502234 0)","41.8547523 -5.03663029 0 0.49",41.8547523,-5.03663029,0,0.49,"POINT (-5.03663029 41.8547523 0)","41.85474589 -5.03699148 0 0.61",41.85474589,-5.03699148,0,0.61,"POINT (-5.03699148 41.85474589 0)","41.85501593 -5.03700005 0 0.5",41.85501593,-5.03700005,0,0.5,"POINT (-5.03700005 41.85501593 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85489003,-5.03682672,0,0,"41.85489003 -5.03682672 0 0",NA,NA,NA,NA,NA,"POINT (-5.03682672 41.85489003 0)",NA
"Reforest Action2","274","Medina de rioseco_22","Restoration","Restoration","ETRS89 UTM Huso 30N","41.8541974 -5.03633739 0 0.76",41.8541974,-5.03633739,0,0.76,"POINT (-5.03633739 41.8541974 0)","41.985392745 -5.03632882 0 0.55",41.985392745,-5.03632882,0,0.55,"POINT (-5.03632882 41.985392745 0)","41.85392104 -5.03669 0 0.84",41.85392104,-5.03669,0,0.84,"POINT (-5.03669 41.85392104 0)","41.85419108 -5.03669857 0 0.41",41.85419108,-5.03669857,0,0.41,"POINT (-5.03669857 41.85419108 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8541478,-5.0363762,0,0,"41.8541478 -5.0363762 0 0",NA,NA,NA,NA,NA,"POINT (-5.0363762 41.8541478 0)",NA
"Reforest Action2","274","Medina de rioseco_23","Restoration","Restoration","ETRS89 UTM Huso 30N","41.8532919 -5.03483931 0 0.71",41.8532919,-5.03483931,0,0.71,"POINT (-5.03483931 41.8532919 0)","41.85302186 -5.03483075 0 0.4",41.85302186,-5.03483075,0,0.4,"POINT (-5.03483075 41.85302186 0)","41.85301546 -5.03519193 0 0.71",41.85301546,-5.03519193,0,0.71,"POINT (-5.03519193 41.85301546 0)","41.8532855 -5.03520049 0 0.66",41.8532855,-5.03520049,0,0.66,"POINT (-5.03520049 41.8532855 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85311772,-5.03504252,0,0,"41.85311772 -5.03504252 0 0",NA,NA,NA,NA,NA,"POINT (-5.03504252 41.85311772 0)",NA
"Reforest Action2","274","Medina de rioseco_24","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85261284 -5.03445229 0 0.53",41.85261284,-5.03445229,0,0.53,"POINT (-5.03445229 41.85261284 0)","41.85234281 -5.03444373 0 0.63",41.85234281,-5.03444373,0,0.63,"POINT (-5.03444373 41.85234281 0)","41.8523364 -5.0348049 0 0.33",41.8523364,-5.0348049,0,0.33,"POINT (-5.0348049 41.8523364 0)","41.85260644 -5.03481347 0 0.66",41.85260644,-5.03481347,0,0.66,"POINT (-5.03481347 41.85260644 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85247731,-5.03458856,0,0,"41.85247731 -5.03458856 0 0",NA,NA,NA,NA,NA,"POINT (-5.03458856 41.85247731 0)",NA
"Reforest Action2","274","Medina de rioseco_25","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85222129 -5.03355037 0 0.54",41.85222129,-5.03355037,0,0.54,"POINT (-5.03355037 41.85222129 0)","41.85195125 -5.03354181 0 0.53",41.85195125,-5.03354181,0,0.53,"POINT (-5.03354181 41.85195125 0)","41.85194485 -5.03390299 0 0.76",41.85194485,-5.03390299,0,0.76,"POINT (-5.03390299 41.85194485 0)","41.85221489 -5.03391155 0 0.37",41.85221489,-5.03391155,0,0.37,"POINT (-5.03391155 41.85221489 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85206253,-5.03359968,0,0,"41.85206253 -5.03359968 0 0",NA,NA,NA,NA,NA,"POINT (-5.03359968 41.85206253 0)",NA
"Reforest Action2","275","Molezuelas_3","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04614917 -6.18577755 0 0.45",42.04614917,-6.18577755,0,0.45,"POINT (-6.18577755 42.04614917 0)","42.04587939 -6.18576406 0 0.7",42.04587939,-6.18576406,0,0.7,"POINT (-6.18576406 42.04587939 0)","42.041835 -6.19345 0 0",42.041835,-6.19345,0,0,"POINT (-6.19345 42.041835 0)","42.04613911 -6.18613949 0 0.61",42.04613911,-6.18613949,0,0.61,"POINT (-6.18613949 42.04613911 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04471043,-6.18706374,0,0,"42.04471043 -6.18706374 0 0",NA,NA,NA,NA,NA,"POINT (-6.18706374 42.04471043 0)",NA
"Reforest Action2","275","Molezuelas_4","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04564339 -6.18680334 0 0.54",42.04564339,-6.18680334,0,0.54,"POINT (-6.18680334 42.04564339 0)","42.04537361 -6.18678984 0 0.56",42.04537361,-6.18678984,0,0.56,"POINT (-6.18678984 42.04537361 0)","42.04536355 -6.18715178 0 0.78",42.04536355,-6.18715178,0,0.78,"POINT (-6.18715178 42.04536355 0)","42.04563333 -6.18716528 0 0.61",42.04563333,-6.18716528,0,0.61,"POINT (-6.18716528 42.04563333 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04491046,-6.18619119,0,0,"42.04491046 -6.18619119 0 0",NA,NA,NA,NA,NA,"POINT (-6.18619119 42.04491046 0)",NA
"Reforest Action2","275","Molezuelas_5","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04513993 -6.18612576 0 0.79",42.04513993,-6.18612576,0,0.79,"POINT (-6.18612576 42.04513993 0)","42.04487015 -6.8611227 0 0.48",42.04487015,-6.8611227,0,0.48,"POINT (-6.8611227 42.04487015 0)","42.047317 -6.197615 0 0.62",42.047317,-6.197615,0,0.62,"POINT (-6.197615 42.047317 0)","42.04512987 -6.1864877 0 0.61",42.04512987,-6.1864877,0,0.61,"POINT (-6.1864877 42.04512987 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04540091,-6.18701309,0,0,"42.04540091 -6.18701309 0 0",NA,NA,NA,NA,NA,"POINT (-6.18701309 42.04540091 0)",NA
"Reforest Action2","275","Molezuelas_6","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04478339 -6.1869657 0 0.36",42.04478339,-6.1869657,0,0.36,"POINT (-6.1869657 42.04478339 0)","42.04451361 -6.1869522 0 0.53",42.04451361,-6.1869522,0,0.53,"POINT (-6.1869522 42.04451361 0)","42.04450355 -6.18731413 0 0.61",42.04450355,-6.18731413,0,0.61,"POINT (-6.18731413 42.04450355 0)","42.04477333 -6.18732763 0 0.68",42.04477333,-6.18732763,0,0.68,"POINT (-6.18732763 42.04477333 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04605057,-6.18599451,0,0,"42.04605057 -6.18599451 0 0",NA,NA,NA,NA,NA,"POINT (-6.18599451 42.04605057 0)",NA
"Reforest Action2","275","Molezuelas_7","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04421832 -6.18623672 0 0.43",42.04421832,-6.18623672,0,0.43,"POINT (-6.18623672 42.04421832 0)","42.04394854 -6.18622323 0 0.54",42.04394854,-6.18622323,0,0.54,"POINT (-6.18622323 42.04394854 0)","42.04393848 -6.18658516 0 0.41",42.04393848,-6.18658516,0,0.41,"POINT (-6.18658516 42.04393848 0)","42.04420826 -6.18659865 0 0.56",42.04420826,-6.18659865,0,0.56,"POINT (-6.18659865 42.04420826 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.046599,-6.18667434,0,0,"42.046599 -6.18667434 0 0",NA,NA,NA,NA,NA,"POINT (-6.18667434 42.046599 0)",NA
"Reforest Action2","275","Molezuelas_8","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04349241 -6.18708233 0 0.57",42.04349241,-6.18708233,0,0.57,"POINT (-6.18708233 42.04349241 0)","42.04322263 -6.18706883 0 0.57",42.04322263,-6.18706883,0,0.57,"POINT (-6.18706883 42.04322263 0)","42.04321257 -6.18743076 0 0.49",42.04321257,-6.18743076,0,0.49,"POINT (-6.18743076 42.04321257 0)","42.04348235 -6.18744426 0 0.66",42.04348235,-6.18744426,0,0.66,"POINT (-6.18744426 42.04348235 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04742544,-6.18609952,0,0,"42.04742544 -6.18609952 0 0",NA,NA,NA,NA,NA,"POINT (-6.18609952 42.04742544 0)",NA
"CUCOS","1508","1508","Restoration","Restoration","Gps","15.9388702 -96.3674161 1152.4 9.84",15.9388702,-96.3674161,1152.4,9.84,"POINT (-96.3674161 15.9388702 1152.4)","15.9390098 -96.3675324 1152.2 7.55",15.9390098,-96.3675324,1152.2,7.55,"POINT (-96.3675324 15.9390098 1152.2)","15.9390359 -96.3672847 1151.9 5.533",15.9390359,-96.3672847,1151.9,5.533,"POINT (-96.3672847 15.9390359 1151.9)","15.9390536 -96.3672757 1151.9 5.7",15.9390536,-96.3672757,1151.9,5.7,"POINT (-96.3672757 15.9390536 1151.9)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9390934,-96.3673151,1151.9,96,"15.9390934 -96.3673151 1151.9 96.0",NA,NA,NA,NA,NA,"POINT (-96.3673151 15.9390934 1151.9)",NA
"CUCOS","1507","1507","Restoration","Restoration","GPS","15.7600696 -96.4625158 0.0 20.566",15.7600696,-96.4625158,0,20.566,"POINT (-96.4625158 15.7600696 0.0)","15.7600696 -96.4625158 0.0 20.566",15.7600696,-96.4625158,0,20.566,"POINT (-96.4625158 15.7600696 0.0)","15.7600719 -96.4625175 0.0 21.03",15.7600719,-96.4625175,0,21.03,"POINT (-96.4625175 15.7600719 0.0)","15.7600721 -96.4625177 0.0 21.03",15.7600721,-96.4625177,0,21.03,"POINT (-96.4625177 15.7600721 0.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7600702,-96.4625177,0,20.566,"15.7600702 -96.4625177 0.0 20.566",NA,NA,NA,NA,NA,"POINT (-96.4625177 15.7600702 0.0)",NA
"UCIRI","1302","1302_1","Restoration","Restoration","Geográficas","16.9996821 -95.6083115 562.6 4.632",16.9996821,-95.6083115,562.6,4.632,"POINT (-95.6083115 16.9996821 562.6)","16.999369 -95.6085786 561.7 4.966",16.999369,-95.6085786,561.7,4.966,"POINT (-95.6085786 16.999369 561.7)","16.9992072 -95.6082062 561.7 4.785",16.9992072,-95.6082062,561.7,4.785,"POINT (-95.6082062 16.9992072 561.7)","16.99926 -95.6082367 561.7 4.9",16.99926,-95.6082367,561.7,4.9,"POINT (-95.6082367 16.99926 561.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9994658,-95.6082429,538,5,"16.9994658 -95.6082429 538.0 5.0",NA,NA,NA,NA,NA,"POINT (-95.6082429 16.9994658 538.0)",NA
"UCIRI","1302","1302_1","Restoration","Restoration","Geográficas","17.0007606 -95.6068025 592.4 4.866",17.0007606,-95.6068025,592.4,4.866,"POINT (-95.6068025 17.0007606 592.4)","17.0008288 -95.6070438 592.8000000000001 4.956",17.0008288,-95.6070438,592.8,4.956,"POINT (-95.6070438 17.0008288 592.8000000000001)","17.0006314 -95.6071501 592.8000000000001 4.56",17.0006314,-95.6071501,592.8,4.56,"POINT (-95.6071501 17.0006314 592.8000000000001)","17.0006367 -95.6071433 592.8000000000001 4.3",17.0006367,-95.6071433,592.8,4.3,"POINT (-95.6071433 17.0006367 592.8000000000001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0005995,-95.6070192,591.8,4.85,"17.0005995 -95.6070192 591.8000000000001 4.85",NA,NA,NA,NA,NA,"POINT (-95.6070192 17.0005995 591.8000000000001)",NA
"UCIRI","1286","1286_1","Restoration","Restoration","Geográficas","16.9934712 -95.666028 1120.6999999999998 4.82",16.9934712,-95.666028,1120.7,4.82,"POINT (-95.666028 16.9934712 1120.6999999999998)","16.9934288 -95.6660424 1118.8999999999999 4.7",16.9934288,-95.6660424,1118.9,4.7,"POINT (-95.6660424 16.9934288 1118.8999999999999)","16.9936764 -95.6661384 1118.8999999999999 4.987",16.9936764,-95.6661384,1118.9,4.987,"POINT (-95.6661384 16.9936764 1118.8999999999999)","16.9937583 -95.6661583 1119.0 4.6",16.9937583,-95.6661583,1119,4.6,"POINT (-95.6661583 16.9937583 1119.0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.9934932,-95.666136,1154.2,4.833,"16.9934932 -95.666136 1154.1999999999998 4.833",NA,NA,NA,NA,NA,"POINT (-95.666136 16.9934932 1154.1999999999998)",NA
"UCIRI","1302","1302_1","Restoration","Restoration","Geográficas","17.0053285 -95.6014702 775.6 4.642",17.0053285,-95.6014702,775.6,4.642,"POINT (-95.6014702 17.0053285 775.6)","17.005635 -95.60169 774.5 4.7",17.005635,-95.60169,774.5,4.7,"POINT (-95.60169 17.005635 774.5)","17.0054182 -95.6018007 774.7 4.814",17.0054182,-95.6018007,774.7,4.814,"POINT (-95.6018007 17.0054182 774.7)","17.0054033 -95.60189 774.8000000000001 4.3",17.0054033,-95.60189,774.8,4.3,"POINT (-95.60189 17.0054033 774.8000000000001)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0053477,-95.6015698,747.1,4.755,"17.0053477 -95.6015698 747.1 4.755",NA,NA,NA,NA,NA,"POINT (-95.6015698 17.0053477 747.1)",NA
