"Species","data_source_title","score","matched_name2"
"Pronus solicifolia","Tropicos - Missouri Botanical Garden",0.75,"Prunus salicifolia"
"Prunus serotona","Tropicos - Missouri Botanical Garden",0.75,"Prunus serotina"
"Psdium guajava","Tropicos - Missouri Botanical Garden",0.75,"Psidium guajava"
"Pseudosmodingium multifulium","Tropicos - Missouri Botanical Garden",0.75,"Pseudosmodingium multifolium"
"Psiadia alitissima","Tropicos - Missouri Botanical Garden",0.75,"Psiadia altissima"
"Psiadia altisima","Tropicos - Missouri Botanical Garden",0.75,"Psiadia altissima"
"psiadia altissima","Tropicos - Missouri Botanical Garden",0.988,"Psiadia altissima"
"Psiadima altissima","Tropicos - Missouri Botanical Garden",0.75,"Psiadia altissima"
"Psidia altissima","Tropicos - Missouri Botanical Garden",0.75,"Psiadia altissima"
"Psidiium guajava","Tropicos - Missouri Botanical Garden",0.75,"Psidium guajava"
"Psidium goajava","Tropicos - Missouri Botanical Garden",0.75,"Psidium guajava"
"Psidium goyava","Tropicos - Missouri Botanical Garden",0.75,"Psidium guayava"
"Psidium Goyava","Tropicos - Missouri Botanical Garden",0.75,"Psidium guayava"
"Psidium Goyavia","Tropicos - Missouri Botanical Garden",0.75,"Psidium"
"Psidium guajara","Tropicos - Missouri Botanical Garden",0.75,"Psidium guajava"
"Psidium Guajava","Tropicos - Missouri Botanical Garden",0.988,"Psidium guajava"
"Psidium guajavaq","Tropicos - Missouri Botanical Garden",0.75,"Psidium guajava"
"Psidium guoyavia","Tropicos - Missouri Botanical Garden",0.75,"Psidium guayava"
"Psidium Guyavia","Tropicos - Missouri Botanical Garden",0.75,"Psidium guayava"
"Psidium Sp","Tropicos - Missouri Botanical Garden",0.75,"Psidium"
"Psondias dulcis","Manual validation",NA,"Spondias dulcis"
"Psorospermum amplifolium ","Tropicos - Missouri Botanical Garden",0.75,"Psorospermum"
"Ptecarpus","Manual validation",NA,"Pterocarpus"
"Ptecarpus sauyaucii","Manual validation",NA,"Pterocarpus soyauxii"
"Ptecarpus sauyausii","Manual validation",NA,"Pterocarpus soyauxii"
"Ptecarpus Sauyauxii","Manual validation",NA,"Pterocarpus soyauxii"
"Ptecarpus sauyauxii","Manual validation",NA,"Pterocarpus soyauxii"
"Pterocarpus Sauyauxii","Tropicos - Missouri Botanical Garden",0.75,"Pterocarpus soyauxii"
"Pterocarpus sp","Tropicos - Missouri Botanical Garden",0.75,"Pterocarpus"
"Pterospermum diversifolium Blume",NA,NA,"Pterospermum diversifolium"
"Pterospermum diversifolium blume","Tropicos - Missouri Botanical Garden",0.999,"Pterospermum diversifolium"
"Puoteria Sapota","Tropicos - Missouri Botanical Garden",0.75,"Pouteria sapota"
"Qercus",NA,NA,"Quercus"
"Quercua",NA,NA,"Quercus"
"quercus",NA,NA,"Quercus"
"Quercus  rugosa","Tropicos - Missouri Botanical Garden",0.988,"Quercus rugosa"
"Quercus alb","Tropicos - Missouri Botanical Garden",0.75,"Quercus alba"
"Quercus rubrs","Tropicos - Missouri Botanical Garden",0.75,"Quercus rubra"
"Quercus rugosa nee","Tropicos - Missouri Botanical Garden",0.999,"Quercus rugosa"
"Quercus rugoza nee","Tropicos - Missouri Botanical Garden",0.75,"Quercus rugosa"
"Quercus skinneri Benth",NA,NA,"Quercus skinneri"
"Quercus skinneri benth","Tropicos - Missouri Botanical Garden",0.988,"Quercus skinneri"
"Quercus sp.","Tropicos - Missouri Botanical Garden",0.75,"Quercus"
"Quercy robur",NA,NA,"Quercus robur"
"Querus",NA,NA,"Quercus"
"Randia Sp","Tropicos - Missouri Botanical Garden",0.75,"Randia"
"Recinodendron","Manual validation",NA,"Ricinodendron heudelotii"
"Recinodendron heidoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Recinodendron heudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Recinondendron heudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Recinondendron heudoleutii","Manual validation",NA,"Ricinodendron heudelotii"
"Resinodandron edelotii","Manual validation",NA,"Ricinodendron heudelotii"
"Resinodandron edoletii","Manual validation",NA,"Ricinodendron heudelotii"
"Resinodandron hedelotii","Manual validation",NA,"Ricinodendron heudelotii"
"rhodamnia rubescens","Tropicos - Missouri Botanical Garden",0.988,"Rhodamnia rubescens"
"Rhys copalina","Manual validation",NA,"Rhus copallinum"
"Rhys typhina","Manual validation",NA,"Rhus typhina"
"Ricinindendron heudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinodendro heudoleutii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinodendron  heudelotii","Tropicos - Missouri Botanical Garden",0.988,"Ricinodendron heudelotii"
"Ricinodendron eudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron"
"Ricinodendron heudeloti","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinodendron Heudelotti","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinodendron heudelotti","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinodendron heudoleti","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinodendron heudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinodenndron","Manual validation",NA,"Ricinodendron heudelotii"
"Ricinondendro heudeulotii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinondendro heudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinondendron","Manual validation",NA,"Ricinodendron heudelotii"
"Ricinondendron africanum","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron africanum"
"Ricinondendron heudelotii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinondendron heudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinondendron heudoleutii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinondendron hrudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricinondindron heudelotii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"Ricodendron heudoleutii","Manual validation",NA,"Ricinodendron heudelotii"
"Ricondendro heudoletii","Manual validation",NA,"Ricinodendron heudelotii"
"Ricondendron","Manual validation",NA,"Ricinodendron heudelotii"
"Ricondendron heudoletii","Manual validation",NA,"Ricinodendron heudelotii"
"Ricondendron heudoleuti","Manual validation",NA,"Ricinodendron heudelotii"
"Ricondendron heudoleutii","Manual validation",NA,"Ricinodendron heudelotii"
"Riinondendron.heudoletii","Manual validation",NA,"Ricinodendron heudelotii"
"Rinodendron heudoletii","Manual validation",NA,"Ricinodendron heudelotii"
"Rinondendron heudoletii","Manual validation",NA,"Ricinodendron heudelotii"
"Risinodandron heudoletii","Tropicos - Missouri Botanical Garden",0.75,"Ricinodendron heudelotii"
"San jose. Juniperus squamata","Manual validation",NA,"Juniperus squamata"
"Sandoricum vidalii Merr.",NA,NA,"Sandoricum vidalii"
"Sandoricum vidalii merr.","Tropicos - Missouri Botanical Garden",0.999,"Sandoricum vidalii"
"Schizolombium parahyba","Tropicos - Missouri Botanical Garden",0.75,"Schizolobium parahyba"
"Semecarpus cuneiformis Blanco",NA,NA,"Semecarpus cuneiformis"
"Semecarpus cuneiformis blanco","Tropicos - Missouri Botanical Garden",0.999,"Semecarpus cuneiformis"
"Sideroxy capiri",NA,NA,"Sideroxylon capiri"
"Sorbus totminalis","Tropicos - Missouri Botanical Garden",0.75,"Sorbus torminalis"
"Spidia altisima","Manual validation",NA,"Psiadia altissima"
"Spidia altisimia","Manual validation",NA,"Psiadia altissima"
"Spidium guajava","Manual validation",NA,"Psidium guajava"
"Spiduim guajava","Manual validation",NA,"Psidium guajava"
"Spindus saponaria","Tropicos - Missouri Botanical Garden",0.75,"Sapindus saponaria"
"Splendens Fouquieria","Manual validation",NA,"Fouquieria splendens"
"Spodias dulsis","Tropicos - Missouri Botanical Garden",0.75,"Spondias dulcis"
"Spondia dulcis","Tropicos - Missouri Botanical Garden",0.75,"Spondias dulcis"
"Spondia mombin","Tropicos - Missouri Botanical Garden",0.75,"Spondias mombin"
"Spondias dilsus","Tropicos - Missouri Botanical Garden",0.75,"Spondias"
"Spondias dulsis","Tropicos - Missouri Botanical Garden",0.75,"Spondias dulcis"
"Spondias mombin L.","Tropicos - Missouri Botanical Garden",0.999,"Spondias mombin"
"Spondias mombin, s.","Tropicos - Missouri Botanical Garden",0.988,"Spondias mombin"
"Spondias mombin, S.","Tropicos - Missouri Botanical Garden",0.988,"Spondias mombin"
"Spondias mombin,S.","Tropicos - Missouri Botanical Garden",0.988,"Spondias mombin"
"Spondias monbin","Tropicos - Missouri Botanical Garden",0.75,"Spondias mombin"
"Strax argenteus","Tropicos - Missouri Botanical Garden",0.75,"Styrax argenteus"
"Swietenia foxworthyi","Tropicos - Missouri Botanical Garden",0.75,"Swietenia"
"Swietenia macropylla","Tropicos - Missouri Botanical Garden",0.75,"Swietenia macrophylla"
"Syzigium aromaticum","Tropicos - Missouri Botanical Garden",0.75,"Syzygium aromaticum"
"Syzigum arromaticum","Manual validation",NA,"Syzygium aromaticum"
"Syzigum verracusum","Manual validation",NA,"Syzygium verrucosum"
"Syzygium arromaticum","Tropicos - Missouri Botanical Garden",0.75,"Syzygium aromaticum"
"Syzygium ormaticum","Tropicos - Missouri Botanical Garden",0.75,"Syzygium"
"Syzygium oromaticum","Tropicos - Missouri Botanical Garden",0.75,"Syzygium aromaticum"
"Syzygium romaticum","Tropicos - Missouri Botanical Garden",0.75,"Syzygium aromaticum"
"Syzyguim armoticum","Manual validation",NA,"Syzygium aromaticum"
"Syzyguim parkeri","Tropicos - Missouri Botanical Garden",0.75,"Syzygium parkeri"
"Tabebuia  donnell-smithii","Tropicos - Missouri Botanical Garden",0.988,"Tabebuia donnell-smithii"
"Tabebuia donnell- smithii","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia"
"Tabebuia donnnell-smithii","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia donnell-smithii"
"Tabebuia rose","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia rosea"
"tabebuia rosea","Tropicos - Missouri Botanical Garden",0.988,"Tabebuia rosea"
"Talia cordata","Tropicos - Missouri Botanical Garden",0.75,"Tilia cordata"
"Tambourissa banoni","Tropicos - Missouri Botanical Garden",0.75,"Tambourissa baronii"
"Tambourissa madagascariensis ","Tropicos - Missouri Botanical Garden",0.75,"Tambourissa"
"Tambourissa Madagascariesis","Tropicos - Missouri Botanical Garden",0.75,"Tambourissa madagascariensis"
"Tambourissa madagasiensis","Tropicos - Missouri Botanical Garden",0.75,"Tambourissa madagascariensis"
"Tambourrissa madagascariensis","Tropicos - Missouri Botanical Garden",0.75,"Tambourissa madagascariensis"
"Taxus bacata","Tropicos - Missouri Botanical Garden",0.75,"Taxus baccata"
"TeaTheobroma cacao","Manual validation",NA,"Theobroma cacao"
"Tebebuia rosea","Tropicos - Missouri Botanical Garden",0.75,"Tabebuia rosea"
"Teobroma","Manual validation",NA,"Theobroma"
"Terminalia nitens C.Presl",NA,NA,"Terminalia nitens"
"Terminalia nitens c.presl","The International Plant Names Index",0.999,"Terminalia nitens"
"Ternstroemia huasteca, ternstroemia lineate","Tropicos - Missouri Botanical Garden",0.988,"Ternstroemia huasteca"
"Ternstroemia sylvstica","Tropicos - Missouri Botanical Garden",0.75,"Ternstroemia sylvatica"
"Tersntroemia lineata","Tropicos - Missouri Botanical Garden",0.75,"Ternstroemia lineata"
"Tetraberlina bifiliolata","Tropicos - Missouri Botanical Garden",0.75,"Tetraberlinia bifoliolata"
"Thecacoris madagascariens","Tropicos - Missouri Botanical Garden",0.75,"Thecacoris madagascariensis"
"Thilachium angustifolia","Tropicos - Missouri Botanical Garden",0.75,"Thilachium angustifolium"
"thilachium angustifolium",NA,NA,"Thilachium angustifolium"
"Thilachium angustifolium""",NA,NA,"Thilachium angustifolium"
"Thilachium augustifolia","Tropicos - Missouri Botanical Garden",0.75,"Thilachium angustifolium"
"Thilachuium verrucosum","The International Plant Names Index",0.75,"Thilachium verrucosum"
"Thrachylobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Thrachylobium verrucosumqqqq","Manual validation",NA,"Trachylobium verrucosum"
"Thrachylobium verruvosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Tibia cordata","Tropicos - Missouri Botanical Garden",0.75,"Tilia cordata"
"Tréma orientalis","Tropicos - Missouri Botanical Garden",0.988,"Trema orientalis"
"Tréma orientalistes","Tropicos - Missouri Botanical Garden",0.75,"Trema orientalis"
"Trachilobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachinodium verrucosum","Manual validation",NA,"Trachylobium verrucosum"
"Trachylobium  verrucosim","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium  verrucosum","Tropicos - Missouri Botanical Garden",0.988,"Trachylobium verrucosum"
"Trachylobium veerucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verracosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verracusum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verrecossum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verrecosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verricossum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verrucosium","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verrucosm","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verrucossom","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobium verrucossum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"trachylobium verrucosum","Tropicos - Missouri Botanical Garden",0.988,"Trachylobium verrucosum"
"Trachylobium verrucosum,","Tropicos - Missouri Botanical Garden",0.988,"Trachylobium verrucosum"
"Trachylobium verrucosum.","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium"
"Trachylobium verrusocum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachylobum verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachynobium verrucocum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachynobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachynodium verrecocum","Manual validation",NA,"Trachylobium verrucosum"
"Trachynodium verrococum","Manual validation",NA,"Trachylobium verrucosum"
"Trachynodium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachydium verrucosum"
"Trachyrobium verrucosa","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trachyrobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Tracylobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Tracylobuim verrucosum","Manual validation",NA,"Trachylobium verrucosum"
"Tranchylobium verrcosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Tranchylobium verrecossum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Tranchylobium verrecosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Tranchylobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Transtoemia luquillensis",NA,NA,"Ternstroemia luquillensis"
"Trarachylobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trchylobium verrucosum","Tropicos - Missouri Botanical Garden",0.75,"Trachylobium verrucosum"
"Trema orientadis","Tropicos - Missouri Botanical Garden",0.75,"Trema orientalis"
"Trema orientalys","Tropicos - Missouri Botanical Garden",0.75,"Trema orientalis"
"Trema orietalis","Tropicos - Missouri Botanical Garden",0.75,"Trema orientalis"
"Trema orientalis","Manual validation",NA,"Trema orientale"
"Trichilia  trifolia","Tropicos - Missouri Botanical Garden",0.988,"Trichilia trifolia"
"Tristaniopsis decorticata (Merr.)",NA,NA,"Tristaniopsis decorticata"
"Tristaniopsis decorticata (merr.)","Tropicos - Missouri Botanical Garden",0.988,"Tristaniopsis decorticata"
"Tristanosis decortecata","Tropicos - Missouri Botanical Garden",0.75,"Tristaniopsis decorticata"
"Tropis racemosa","Tropicos - Missouri Botanical Garden",0.75,"Trophis racemosa"
"TTheobroma","Manual validation",NA,"Theobroma"
"Uapaca Molé","Tropicos - Missouri Botanical Garden",0.988,"Uapaca mole"
"Uapaca molé","Tropicos - Missouri Botanical Garden",0.988,"Uapaca mole"
"Uapaca Mole","Tropicos - Missouri Botanical Garden",0.988,"Uapaca mole"
"Uapaca Mole 7","Tropicos - Missouri Botanical Garden",0.988,"Uapaca mole"
"Uapaca thouarsi","Tropicos - Missouri Botanical Garden",0.75,"Uapaca thouarsii"
"Uapaka kirkiana","Tropicos - Missouri Botanical Garden",0.75,"Uapaca kirkiana"
"Uapca mole","Tropicos - Missouri Botanical Garden",0.75,"Uapaca mole"
"Vanille planifolia","Tropicos - Missouri Botanical Garden",0.75,"Vanilla planifolia"
"Verbesina myrioephala","Tropicos - Missouri Botanical Garden",0.75,"Verbesina myriocephala"
"Vitex Doniana",NA,NA,"Vitex doniana"
"Vitex Sp.",NA,NA,"Vitex"
"Vitex sp.","Tropicos - Missouri Botanical Garden",0.75,"Vitex"
"Weinmania rutembergi","Tropicos - Missouri Botanical Garden",0.75,"Weinmannia rutenbergii"
"Weinmania rutembergii","Tropicos - Missouri Botanical Garden",0.75,"Weinmannia rutenbergii"
"Weinmania rutenbergi","Tropicos - Missouri Botanical Garden",0.75,"Weinmannia rutenbergii"
"Weinmania rutenbergii","Tropicos - Missouri Botanical Garden",0.75,"Weinmannia rutenbergii"
"Wenmania","Manual validation",NA,"Weinmannia"
"White pine","Manual validation",NA,"Pinus strobus"
"Winmania runtenbergi","Manual validation",NA,"Weinmannia rutenbergii"
"Zysygium aromaticum","Manual validation",NA,"Syzygium aromaticum"
"Nixua capitata","Manual validation",NA,"Nuxia capitata"
"Sydium guajava","Manual validation",NA,"Psidium guajava"
